id,rank,common_name,french_name,order,family,subfamily,genus,species,annotation,status_accidental,status_hawaiian,status_introduced,status_nonbreeding,status_extinct,status_misplaced
178,species,Townsend's Shearwater,Puffin de Townsend,Procellariiformes,Procellariidae,,Puffinus,Puffinus auricularis,"","","","","","",""
9631,species,Bryan's Shearwater,Puffin de Bryan,Procellariiformes,Procellariidae,,Puffinus,Puffinus bryani,"",A,H,"","","",""
179,species,Black-vented Shearwater,Puffin cul-noir,Procellariiformes,Procellariidae,,Puffinus,Puffinus opisthomelas,Monotypic.,"","","","","",""
180,species,Audubon's Shearwater,Puffin d'Audubon,Procellariiformes,Procellariidae,,Puffinus,Puffinus lherminieri,"","","","","","",""
10621,species,Barolo Shearwater,Puffin de Macaronésie,Procellariiformes,Procellariidae,,Puffinus,Puffinus baroli,"Formerly considered conspecific
with Puffinus assimilis. Monotypic.",A,"","","","",""
181,species,Wilson's Storm-Petrel,Océanite de Wilson,Procellariiformes,Hydrobatidae,,Oceanites,Oceanites oceanicus,"","","","",N,"",""
1995,species,White-faced Storm-Petrel,Océanite frégate,Procellariiformes,Hydrobatidae,,Pelagodroma,Pelagodroma marina,"",A,"","","","",""
182,species,European Storm-Petrel,Océanite tempête,Procellariiformes,Hydrobatidae,,Hydrobates,Hydrobates pelagicus,Monotypic.,A,"","","","",""
183,species,Black-bellied Storm-Petrel,Océanite à ventre noir,Procellariiformes,Hydrobatidae,,Fregetta,Fregetta tropica,"",A,"","","","",""
184,species,Fork-tailed Storm-Petrel,Océanite à queue fourchue,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma furcata,"","","","","","",""
185,species,Ringed Storm-Petrel,Océanite de Hornby,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma hornbyi,Monotypic.,A,"","","","",""
2056,species,Swinhoe's Storm-Petrel,Océanite de Swinhoe,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma monorhis,Monotypic.,A,"","","","",""
186,species,Leach's Storm-Petrel,Océanite cul-blanc,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma leucorhoa,"","","","","","",""
187,species,Ashy Storm-Petrel,Océanite cendré,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma homochroa,Monotypic.,"","","","","",""
188,species,Band-rumped Storm-Petrel,Océanite de Castro,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma castro,Monotypic.,"","","",N,"",""
189,species,Wedge-rumped Storm-Petrel,Océanite téthys,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma tethys,"","","","",N,"",""
190,species,Black Storm-Petrel,Océanite noir,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma melania,Monotypic.,"","","","","",""
191,species,Guadalupe Storm-Petrel,Océanite de Guadalupe,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma macrodactyla,Monotypic.,"","","","",†,""
192,species,Markham's Storm-Petrel,Océanite de Markham,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma markhami,Monotypic.,A,"","","","",""
193,species,Tristram's Storm-Petrel,Océanite de Tristram,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma tristrami,Monotypic.,"",H,"","","",""
194,species,Least Storm-Petrel,Océanite minute,Procellariiformes,Hydrobatidae,,Oceanodroma,Oceanodroma microsoma,Monotypic.,"","","","","",""
195,species,White-tailed Tropicbird,Phaéton à bec jaune,Phaethontiformes,Phaethontidae,,Phaethon,Phaethon lepturus,"","","","","","",""
196,species,Red-billed Tropicbird,Phaéton à bec rouge,Phaethontiformes,Phaethontidae,,Phaethon,Phaethon aethereus,"","","","","","",""
197,species,Red-tailed Tropicbird,Phaéton à brins rouges,Phaethontiformes,Phaethontidae,,Phaethon,Phaethon rubricauda,"","","","","","",""
252,species,Jabiru,Jabiru d'Amérique,Ciconiiformes,Ciconiidae,,Jabiru,Jabiru mycteria,Monotypic.,"","","","","",""
253,species,Wood Stork,Tantale d'Amérique,Ciconiiformes,Ciconiidae,,Mycteria,Mycteria americana,Monotypic.,"","","","","",""
214,species,Magnificent Frigatebird,Frégate superbe,Suliformes,Fregatidae,,Fregata,Fregata magnificens,Monotypic.,"","","","","",""
215,species,Great Frigatebird,Frégate du Pacifique,Suliformes,Fregatidae,,Fregata,Fregata minor,"","","","","","",""
216,species,Lesser Frigatebird,Frégate ariel,Suliformes,Fregatidae,,Fregata,Fregata ariel,"",A,"","","","",""
198,species,Masked Booby,Fou masqué,Suliformes,Sulidae,,Sula,Sula dactylatra,"","","","","","",""
199,species,Nazca Booby,Fou de Grant,Suliformes,Sulidae,,Sula,Sula granti,Monotypic.,"","","","","",""
200,species,Blue-footed Booby,Fou à pieds bleus,Suliformes,Sulidae,,Sula,Sula nebouxii,"","","","","","",""
201,species,Peruvian Booby,Fou varié,Suliformes,Sulidae,,Sula,Sula variegata,Monotypic.,A,"","","","",""
202,species,Brown Booby,Fou brun,Suliformes,Sulidae,,Sula,Sula leucogaster,"","","","","","",""
203,species,Red-footed Booby,Fou à pieds rouges,Suliformes,Sulidae,,Sula,Sula sula,"","","","","","",""
204,species,Northern Gannet,Fou de Bassan,Suliformes,Sulidae,,Morus,Morus bassanus,Monotypic.,"","","","","",""
207,species,Brandt's Cormorant,Cormoran de Brandt,Suliformes,Phalacrocoracidae,,Phalacrocorax,Phalacrocorax penicillatus,Monotypic.,"","","","","",""
208,species,Neotropic Cormorant,Cormoran vigua,Suliformes,Phalacrocoracidae,,Phalacrocorax,Phalacrocorax brasilianus,"","","","","","",""
209,species,Double-crested Cormorant,Cormoran à aigrettes,Suliformes,Phalacrocoracidae,,Phalacrocorax,Phalacrocorax auritus,"","","","","","",""
210,species,Great Cormorant,Grand Cormoran,Suliformes,Phalacrocoracidae,,Phalacrocorax,Phalacrocorax carbo,"","","","","","",""
211,species,Red-faced Cormorant,Cormoran à face rouge,Suliformes,Phalacrocoracidae,,Phalacrocorax,Phalacrocorax urile,Monotypic.,"","","","","",""
212,species,Pelagic Cormorant,Cormoran pélagique,Suliformes,Phalacrocoracidae,,Phalacrocorax,Phalacrocorax pelagicus,Monotypic.,"","","","","",""
213,species,Anhinga,Anhinga d'Amérique,Suliformes,Anhingidae,,Anhinga,Anhinga anhinga,"","","","","","",""
205,species,American White Pelican,Pélican d'Amérique,Pelecaniformes,Pelecanidae,,Pelecanus,Pelecanus erythrorhynchos,Monotypic.,"","","","","",""
206,species,Brown Pelican,Pélican brun,Pelecaniformes,Pelecanidae,,Pelecanus,Pelecanus occidentalis,"","","","","","",""
217,species,Pinnated Bittern,Butor mirasol,Pelecaniformes,Ardeidae,,Botaurus,Botaurus pinnatus,"","","","","","",""
218,species,American Bittern,Butor d'Amérique,Pelecaniformes,Ardeidae,,Botaurus,Botaurus lentiginosus,Monotypic.,"","","","","",""
219,species,Yellow Bittern,Blongios de Chine,Pelecaniformes,Ardeidae,,Ixobrychus,Ixobrychus sinensis,Monotypic.,A,"","","","",""
220,species,Least Bittern,Petit Blongios,Pelecaniformes,Ardeidae,,Ixobrychus,Ixobrychus exilis,"","","","","","",""
2057,species,Little Bittern,Blongios nain,Pelecaniformes,Ardeidae,,Ixobrychus,Ixobrychus minutus,"",A,"","","","",""
221,species,Rufescent Tiger-Heron,Onoré rayé,Pelecaniformes,Ardeidae,,Tigrisoma,Tigrisoma lineatum,"","","","","","",""
222,species,Fasciated Tiger-Heron,Onoré fascié,Pelecaniformes,Ardeidae,,Tigrisoma,Tigrisoma fasciatum,"","","","","","",""
223,species,Bare-throated Tiger-Heron,Onoré du Mexique,Pelecaniformes,Ardeidae,,Tigrisoma,Tigrisoma mexicanum,Monotypic.,"","","","","",""
224,species,Great Blue Heron,Grand Héron,Pelecaniformes,Ardeidae,,Ardea,Ardea herodias,"","","","","","",""
225,species,Gray Heron,Héron cendré,Pelecaniformes,Ardeidae,,Ardea,Ardea cinerea,"",A,"","","","",""
226,species,Cocoi Heron,Héron cocoi,Pelecaniformes,Ardeidae,,Ardea,Ardea cocoi,Monotypic.,"","","","","",""
2058,species,Purple Heron,Héron pourpré,Pelecaniformes,Ardeidae,,Ardea,Ardea purpurea,Monotypic.,A,"","","","",""
227,species,Great Egret,Grande Aigrette,Pelecaniformes,Ardeidae,,Ardea,Ardea alba,"","","","","","",""
228,species,Intermediate Egret,Héron intermédiaire,Pelecaniformes,Ardeidae,,Mesophoyx,Mesophoyx intermedia,"",A,"","","","",""
229,species,Chinese Egret,Aigrette de Chine,Pelecaniformes,Ardeidae,,Egretta,Egretta eulophotes,Monotypic.,A,"","","","",""
230,species,Little Egret,Aigrette garzette,Pelecaniformes,Ardeidae,,Egretta,Egretta garzetta,"",A,"","","","",""
231,species,Western Reef-Heron,Aigrette à gorge blanche,Pelecaniformes,Ardeidae,,Egretta,Egretta gularis,"",A,"","","","",""
232,species,Snowy Egret,Aigrette neigeuse,Pelecaniformes,Ardeidae,,Egretta,Egretta thula,"","","","","","",""
233,species,Little Blue Heron,Aigrette bleue,Pelecaniformes,Ardeidae,,Egretta,Egretta caerulea,Monotypic.,"","","","","",""
234,species,Tricolored Heron,Aigrette tricolore,Pelecaniformes,Ardeidae,,Egretta,Egretta tricolor,"","","","","","",""
235,species,Reddish Egret,Aigrette roussâtre,Pelecaniformes,Ardeidae,,Egretta,Egretta rufescens,"","","","","","",""
236,species,Cattle Egret,Héron garde-boeufs,Pelecaniformes,Ardeidae,,Bubulcus,Bubulcus ibis,"Not recognized by del Hoyo et al. (1992) or Clements (2000) or Howard and Moore (2003), but included in treatments Peters (1979).","","","","","",""
237,species,Chinese Pond-Heron,Crabier chinois,Pelecaniformes,Ardeidae,,Ardeola,Ardeola bacchus,Monotypic.,A,"","","","",""
238,species,Green Heron,Héron vert,Pelecaniformes,Ardeidae,,Butorides,Butorides virescens,"","","","","","",""
239,species,Striated Heron,Héron strié,Pelecaniformes,Ardeidae,,Butorides,Butorides striata,"","","","","","",""
240,species,Agami Heron,Héron agami,Pelecaniformes,Ardeidae,,Agamia,Agamia agami,Monotypic.,"","","","","",""
241,species,Capped Heron,Héron coiffé,Pelecaniformes,Ardeidae,,Pilherodius,Pilherodius pileatus,Monotypic.,"","","","","",""
242,species,Black-crowned Night-Heron,Bihoreau gris,Pelecaniformes,Ardeidae,,Nycticorax,Nycticorax nycticorax,"","","","","","",""
243,species,Yellow-crowned Night-Heron,Bihoreau violacé,Pelecaniformes,Ardeidae,,Nyctanassa,Nyctanassa violacea,"","","","","","",""
244,species,Boat-billed Heron,Savacou huppé,Pelecaniformes,Ardeidae,,Cochlearius,Cochlearius cochlearius,"","","","","","",""
245,species,White Ibis,Ibis blanc,Pelecaniformes,Threskiornithidae,Threskiornithinae,Eudocimus,Eudocimus albus,Monotypic.,"","","","","",""
246,species,Scarlet Ibis,Ibis rouge,Pelecaniformes,Threskiornithidae,Threskiornithinae,Eudocimus,Eudocimus ruber,Monotypic.,A,"","","","",""
247,species,Glossy Ibis,Ibis falcinelle,Pelecaniformes,Threskiornithidae,Threskiornithinae,Plegadis,Plegadis falcinellus,"Formerly three subspecies recognized (Peters 1931), but now recognized as monotypic.","","","","","",""
248,species,White-faced Ibis,Ibis à face blanche,Pelecaniformes,Threskiornithidae,Threskiornithinae,Plegadis,Plegadis chihi,Monotypic.,"","","","","",""
249,species,Green Ibis,Ibis vert,Pelecaniformes,Threskiornithidae,Threskiornithinae,Mesembrinibis,Mesembrinibis cayennensis,Monotypic.,"","","","","",""
250,species,Buff-necked Ibis,Ibis mandore,Pelecaniformes,Threskiornithidae,Threskiornithinae,Theristicus,Theristicus caudatus,"",A,"","","","",""
2059,species,Eurasian Spoonbill,Spatule blanche,Pelecaniformes,Threskiornithidae,Plataleinae,Platalea,Platalea leucorodia,Monotypic.,A,"","","","",""
251,species,Roseate Spoonbill,Spatule rosée,Pelecaniformes,Threskiornithidae,Plataleinae,Platalea,Platalea ajaja,Monotypic.,"","","","","",""
255,species,Black Vulture,Urubu noir,Accipitriformes,Cathartidae,,Coragyps,Coragyps atratus,"","","","","","",""
256,species,Turkey Vulture,Urubu à tête rouge,Accipitriformes,Cathartidae,,Cathartes,Cathartes aura,"","","","","","",""
257,species,Lesser Yellow-headed Vulture,Urubu à tête jaune,Accipitriformes,Cathartidae,,Cathartes,Cathartes burrovianus,"","","","","","",""
258,species,California Condor,Condor de Californie,Accipitriformes,Cathartidae,,Gymnogyps,Gymnogyps californianus,Monotypic.,"","","","","",""
259,species,King Vulture,Sarcoramphe roi,Accipitriformes,Cathartidae,,Sarcoramphus,Sarcoramphus papa,Monotypic.,"","","","","",""
2005,species,Osprey,Balbuzard pêcheur,Accipitriformes,Pandionidae,,Pandion,Pandion haliaetus,"","","","","","",""
260,species,Gray-headed Kite,Milan de Cayenne,Accipitriformes,Accipitridae,,Leptodon,Leptodon cayanensis,"","","","","","",""
261,species,Hook-billed Kite,Milan bec-en-croc,Accipitriformes,Accipitridae,,Chondrohierax,Chondrohierax uncinatus,"","","","","","",""
262,species,Swallow-tailed Kite,Milan à queue fourchue,Accipitriformes,Accipitridae,,Elanoides,Elanoides forficatus,"","","","","","",""
263,species,Pearl Kite,Élanion perle,Accipitriformes,Accipitridae,,Gampsonyx,Gampsonyx swainsonii,"","","","","","",""
264,species,White-tailed Kite,Élanion à queue blanche,Accipitriformes,Accipitridae,,Elanus,Elanus leucurus,"","","","","","",""
265,species,Snail Kite,Milan des marais,Accipitriformes,Accipitridae,,Rostrhamus,Rostrhamus sociabilis,"","","","","","",""
266,species,Slender-billed Kite,Milan à long bec,Accipitriformes,Accipitridae,,Helicolestes,Helicolestes hamatus,Monotypic.,"","","","","",""
267,species,Double-toothed Kite,Milan bidenté,Accipitriformes,Accipitridae,,Harpagus,Harpagus bidentatus,"","","","","","",""
2038,species,Mississippi Kite,Milan du Mississippi,Accipitriformes,Accipitridae,,Ictinia,Ictinia mississippiensis,Monotypic.,"","","","","",""
268,species,Plumbeous Kite,Milan bleuâtre,Accipitriformes,Accipitridae,,Ictinia,Ictinia plumbea,Monotypic.,"","","","","",""
269,species,Black Kite,Milan noir,Accipitriformes,Accipitridae,,Milvus,Milvus migrans,"",A,H,"","","",""
270,species,Bald Eagle,Pygargue à tête blanche,Accipitriformes,Accipitridae,,Haliaeetus,Haliaeetus leucocephalus,"","","","","","",""
271,species,White-tailed Eagle,Pygargue à queue blanche,Accipitriformes,Accipitridae,,Haliaeetus,Haliaeetus albicilla,"","","","","","",""
272,species,Steller's Sea-Eagle,Pygargue empereur,Accipitriformes,Accipitridae,,Haliaeetus,Haliaeetus pelagicus,"",A,"","","","",""
273,species,Black-collared Hawk,Busarelle à tête blanche,Accipitriformes,Accipitridae,,Busarellus,Busarellus nigricollis,"","","","","","",""
274,species,Northern Harrier,Busard Saint-Martin,Accipitriformes,Accipitridae,,Circus,Circus cyaneus,"","","","","","",""
2073,species,Long-winged Harrier,Busard de Buffon,Accipitriformes,Accipitridae,,Circus,Circus buffoni,"",A,"","","","",""
275,species,Western Marsh Harrier,Busard des roseaux,Accipitriformes,Accipitridae,,Circus,Circus aeruginosus,"",A,"","","","",""
2074,species,Gray-bellied Hawk,Autour à ventre gris,Accipitriformes,Accipitridae,,Accipiter,Accipiter poliogaster,"",A,"","","","",""
276,species,Chinese Sparrowhawk,Épervier de Horsfield,Accipitriformes,Accipitridae,,Accipiter,Accipiter soloensis,Monotypic. Formerly known as Gray Frog-Hawk.,A,H,"","","",""
277,species,Tiny Hawk,Épervier nain,Accipitriformes,Accipitridae,,Accipiter,Accipiter superciliosus,"","","","","","",""
278,species,Sharp-shinned Hawk,Épervier brun,Accipitriformes,Accipitridae,,Accipiter,Accipiter striatus,"","","","","","",""
279,species,Cooper's Hawk,Épervier de Cooper,Accipitriformes,Accipitridae,,Accipiter,Accipiter cooperii,Monotypic.,"","","","","",""
280,species,Gundlach's Hawk,Épervier de Cuba,Accipitriformes,Accipitridae,,Accipiter,Accipiter gundlachi,"","","","","","",""
281,species,Bicolored Hawk,Épervier bicolore,Accipitriformes,Accipitridae,,Accipiter,Accipiter bicolor,"","","","","","",""
282,species,Northern Goshawk,Autour des palombes,Accipitriformes,Accipitridae,,Accipiter,Accipiter gentilis,"","","","","","",""
283,species,Crane Hawk,Buse échasse,Accipitriformes,Accipitridae,,Geranospiza,Geranospiza caerulescens,"","","","","","",""
10381,species,Plumbeous Hawk,Buse plombée,Accipitriformes,Accipitridae,,Cryptoleucopteryx,Cryptoleucopteryx plumbea,Monotypic.,"","","","","",""
288,species,Common Black-Hawk,Buse noire,Accipitriformes,Accipitridae,,Buteogallus,Buteogallus anthracinus,"","","","","","",""
289,species,Cuban Black-Hawk,Buse de Gundlach,Accipitriformes,Accipitridae,,Buteogallus,Buteogallus gundlachii,"Considered subspecies of <i>B.anthracinus</i> by Peters (1979), del Hoyo, et al. (1992), Clements (2000), and Howard and Moore (2003).","","","","","",""
292,species,Savanna Hawk,Buse roussâtre,Accipitriformes,Accipitridae,,Buteogallus,Buteogallus meridionalis,Monotypic.,"","","","","",""
291,species,Great Black-Hawk,Buse urubu,Accipitriformes,Accipitridae,,Buteogallus,Buteogallus urubitinga,"","","","","","",""
294,species,Solitary Eagle,Buse solitaire,Accipitriformes,Accipitridae,,Buteogallus,Buteogallus solitarius,"","","","","","",""
9681,species,Barred Hawk,Buse barrée,Accipitriformes,Accipitridae,,Morphnarchus,Morphnarchus princeps,Monotypic.,"","","","","",""
293,species,Harris's Hawk,Buse de Harris,Accipitriformes,Accipitridae,,Parabuteo,Parabuteo unicinctus,"","","","","","",""
9701,species,White Hawk,Buse blanche,Accipitriformes,Accipitridae,,Pseudastur,Pseudastur albicollis,"","","","","","",""
286,species,Semiplumbeous Hawk,Buse semiplombée,Accipitriformes,Accipitridae,,Leucopternis,Leucopternis semiplumbeus,Monotypic.,"","","","","",""
295,species,Roadside Hawk,Buse à gros bec,Accipitriformes,Accipitridae,,Buteo,Buteo magnirostris,"","","","","","",""
296,species,Red-shouldered Hawk,Buse à épaulettes,Accipitriformes,Accipitridae,,Buteo,Buteo lineatus,"","","","","","",""
297,species,Ridgway's Hawk,Buse de Ridgway,Accipitriformes,Accipitridae,,Buteo,Buteo ridgwayi,Monotypic.,"","","","","",""
298,species,Broad-winged Hawk,Petite Buse,Accipitriformes,Accipitridae,,Buteo,Buteo platypterus,"","","","","","",""
9711,species,Gray Hawk,Buse grise,Accipitriformes,Accipitridae,,Buteo,Buteo plagiatus,"","","","","","",""
299,species,Gray-lined Hawk,Buse cendrée,Accipitriformes,Accipitridae,,Buteo,Buteo nitidus,Formerly known as Gray Hawk.,"","","","","",""
300,species,Short-tailed Hawk,Buse à queue courte,Accipitriformes,Accipitridae,,Buteo,Buteo brachyurus,"","","","","","",""
301,species,Swainson's Hawk,Buse de Swainson,Accipitriformes,Accipitridae,,Buteo,Buteo swainsoni,Monotypic.,"","","","","",""
302,species,White-tailed Hawk,Buse à queue blanche,Accipitriformes,Accipitridae,,Buteo,Buteo albicaudatus,"","","","","","",""
303,species,Zone-tailed Hawk,Buse à queue barrée,Accipitriformes,Accipitridae,,Buteo,Buteo albonotatus,Monotypic.,"","","","","",""
304,species,Hawaiian Hawk,Buse d'Hawaï,Accipitriformes,Accipitridae,,Buteo,Buteo solitarius,Monotypic.,"",H,"","","",""
305,species,Red-tailed Hawk,Buse à queue rousse,Accipitriformes,Accipitridae,,Buteo,Buteo jamaicensis,"","","","","","",""
306,species,Ferruginous Hawk,Buse rouilleuse,Accipitriformes,Accipitridae,,Buteo,Buteo regalis,Monotypic.,"","","","","",""
307,species,Rough-legged Hawk,Buse pattue,Accipitriformes,Accipitridae,,Buteo,Buteo lagopus,"","","","","","",""
308,species,Crested Eagle,Harpie huppée,Accipitriformes,Accipitridae,,Morphnus,Morphnus guianensis,Monotypic.,"","","","","",""
